E_coh_mean,E_coh_std,a_mean,a_std,b_mean,b_std,c_mean,c_std,composition,num_lammps,num_lammps_1_std,num_lammps_2_std,num_lammps_3_std,num_refine,num_refine_1_std,num_refine_2_std,num_refine_3_std,potential_id,prototype
0.022430848,0.022430848,4.59896565,0.032168375,4.601088481,0.024976413,4.535130409,0.149116791,CdHg3,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L1_2--AuCu3
1.82E-05,1.82E-05,8.39627389,0.005388813,8.396401006,0.007703147,8.396659117,0.010884901,Mg,10,0,0,0,10,0,0,0,2006--Sun-D-Y--Mg,A1--Cu--fcc
8.39E-06,8.39E-06,5.473438245,0.001393351,5.473438245,0.001393351,5.473438245,0.001393351,Fe,5,5,5,5,5,5,5,5,2014--Liyanage-L-S-I--Fe-C,A4--C--dc
3.67E-06,3.67E-06,5.975504849,0.001395724,5.975504849,0.001395724,5.975504849,0.001395724,MgS2SiS,5,5,5,5,5,5,5,5,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,C1--CaF2--fluorite
2.21E-05,2.21E-05,3.029868246,0.001080258,3.029868246,0.001080258,3.029868246,0.001080258,V,5,5,5,5,5,5,5,5,2007--Mendelev-M-I--V-Fe,A2--W--bcc
0.016073348,0.016073348,5.337057022,0.015573943,5.342737876,0.001277923,5.375800576,0.0023225,AlS,5,0,0,0,5,0,0,0,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,A4--C--dc
9.43E-06,9.43E-06,4.089975721,0.001181251,4.089975721,0.001181251,4.089975721,0.001181251,Ag,5,5,5,5,5,5,5,5,2013--Hale-L-M--Pd-Ag-H-Morse,A1--Cu--fcc
8.30E-06,8.30E-06,3.51584391,0.000793763,3.51584391,0.000793763,3.51584391,0.000793763,FeNi3,5,5,5,5,5,5,5,5,2011--Bonny-G--Fe-Ni-Cr,L1_2--AuCu3
1.01E-05,1.01E-05,4.210722504,0.001818287,4.210722504,0.001818287,4.210722504,0.001818287,Al,5,5,5,5,5,5,5,5,2012--Schopf-D--Al-Mn-Pd,A1--Cu--fcc
4.06E-05,4.06E-05,2.939269013,0.000529489,5.090963268,0.000917102,9.567563814,0.002864344,Ti,5,5,5,5,5,5,5,5,2004--Zhou-X-W--Ti,A3'--alpha-La--double-hcp
0.0025828,0.0025828,4.56946723,0.024030372,4.572342863,0.009073167,4.572462155,0.010998634,Cd3Zn,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L1_2--AuCu3
0.029852314,0.029852314,5.983870435,0.04162236,5.921030407,0.041778201,5.998922986,0.081877057,AgHPd2,20,0,10,10,18,0,10,10,2013--Hale-L-M--Pd-Ag-H-Hybrid,L2_1--AlCu2Mn--heusler
5.40E-06,5.40E-06,4.596161191,0.001104779,4.596161191,0.001104779,4.596161191,0.001104779,Al3Co,5,5,5,5,5,5,5,5,2015--Purja-Pun-G-P--Ni-Al-Co,A15--Cr3Si
2.46E-05,2.46E-05,2.855324007,0.001081457,2.855324007,0.001081457,2.855324007,0.001081457,Fe,5,5,5,5,5,5,5,5,2009--Bonny-G--Fe-Cu-Ni,A2--W--bcc
1.07E-05,1.07E-05,2.473953526,0.000610346,4.285010276,0.001115632,12.11983947,0.0024701,Fe,5,0,0,0,0,0,0,0,2011--Bonny-G--Fe-Ni-Cr,A7--alpha-As
7.71E-06,7.71E-06,3.533723355,0.000696176,3.533723355,0.000696176,3.533723355,0.000696176,FeNi3,5,5,5,5,5,5,5,5,2013--Bonny-G--Fe-Ni-Cr,L1_2--AuCu3
2.16E-05,2.16E-05,8.48549403,0.000907613,8.485494032,0.00090767,6.992851322,0.003024639,MoU,20,0,0,0,20,0,0,0,2013--Smirnova-D-E--U-Mo-Xe,L1_0--AuCu
8.42E-06,8.42E-06,2.620579166,0.001703898,4.53897626,0.002951237,4.145382663,0.003208476,Fe,5,0,0,0,5,5,5,5,2009--Bonny-G--Fe-Ni,A3--Mg--hcp
6.77E-06,6.77E-06,2.88292537,0.000745642,4.993373215,0.00129149,9.434801187,0.004998009,Au,5,5,5,5,5,5,5,5,2010--Olsson-P-A-T--Au,A3'--alpha-La--double-hcp
0.029014882,0.029014882,4.540105198,0.05801377,4.561132743,0.05041202,4.508899867,0.060462066,Co,5,0,0,0,5,0,0,0,2012--Purja-Pun-G-P--Co,A4--C--dc
1.31E-05,1.31E-05,2.481888892,0.000598963,4.29875766,0.001037435,4.10480788,0.002266505,Ni,5,0,0,5,5,5,5,5,2009--Purja-Pun-G-P--Ni-Al,A3--Mg--hcp
0.036786655,0.036786655,6.488551941,0.012914965,6.513128922,0.022370915,6.491469426,0.094524202,HgZn2,5,0,0,5,5,0,0,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,C1--CaF2--fluorite
0.052242545,0.052242545,4.516332855,0.111998167,4.575094388,0.050717654,4.629738388,0.055527958,Fe,5,5,5,5,5,5,5,5,2006--Chamati-H--Fe,A15--beta-W
0.026650163,0.026650163,2.726889039,0.063448081,2.827941971,0.029697505,4.663751656,0.051623213,Ta,5,0,0,5,5,0,0,0,2013--Ravelo-R--Ta-2,A6--In--bct
4.76E-06,4.76E-06,3.635943331,0.00026481,6.297638582,0.000458665,11.87494119,0.000864867,Te,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,A3'--alpha-La--double-hcp
3.70E-12,3.70E-12,6.888415848,3.658730949,11.93108623,6.337107895,24.18447257,46.73434108,Mo,20,20,20,20,5,5,5,5,2013--Smirnova-D-E--U-Mo-Xe,A7--alpha-As
6.97E-06,6.97E-06,2.754042352,0.000475949,4.770141279,0.000824368,9.225450694,0.0033748,Pt,5,0,0,0,5,5,5,5,2004--Zhou-X-W--Pt,A3'--alpha-La--double-hcp
5.36E-06,5.36E-06,2.847651081,0.000601036,4.932276355,0.001041025,9.421571494,0.004293537,Al,5,5,5,5,5,5,5,5,2015--Mendelev-M-I--Al-Sm,A3'--alpha-La--double-hcp
5.50E-06,5.50E-06,6.478002916,0.00102529,6.478002916,0.00102529,6.478002916,0.00102529,CdTe,10,10,10,10,10,10,10,10,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,B3--ZnS--cubic-zinc-blende
0.018854902,0.018854902,2.566821372,0.021618105,4.463447231,0.00826813,11.65742115,0.050640552,Ti,10,0,0,0,5,0,0,0,2009--Kim-H-K--Fe-Ti-C,A7--alpha-As
5.06E-06,5.06E-06,4.585088586,0.000673776,4.585088586,0.000673776,4.585088586,0.000673776,Cu,5,5,5,5,5,5,5,5,2003--Hoyt-J-J--Cu-Pb,A15--beta-W
1.18E-05,1.18E-05,3.758174389,0.000921362,3.758174389,0.000921362,3.758174389,0.000921362,AgCu3,5,5,5,5,5,5,5,5,2006--Williams-P-L--Cu-Ag,L1_2--AuCu3
8.22E-69,8.22E-69,12.13886194,4.18E-11,12.13886194,4.18E-11,12.13886194,4.18E-11,Ni,65,0,0,0,5,0,0,0,2015--Purja-Pun-G-P--Ni-Al-Co,A4--C--dc
3.28E-06,3.28E-06,6.77451139,0.001234412,6.77451139,0.001234412,6.77451139,0.001234412,AlSMgS2SiS,10,10,10,10,10,10,10,10,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,L2_1--AlCu2Mn--heusler
4.35E-06,4.35E-06,6.014759833,0.000835978,6.014759833,0.000835978,6.014759833,0.000835978,CuZr,20,10,10,10,20,10,10,10,2007--Mendelev-M-I--Cu-Zr,B3--ZnS--cubic-zinc-blende
1.40E-05,1.40E-05,2.556101883,0.000830381,4.42729833,0.001438263,4.162380837,0.001390265,Cu,5,5,5,5,5,5,5,5,2006--Williams-P-L--Cu-Ag,A3--Mg--hcp
6.67E-06,6.67E-06,2.301600121,0.000470445,3.986488349,0.000814835,7.59801107,0.002553755,H,5,0,5,5,5,5,5,5,2013--Hale-L-M--Pd-Ag-H-Morse,A3'--alpha-La--double-hcp
1.60E-05,1.60E-05,3.986675515,0.001875882,3.986675515,0.001875882,3.342372154,0.003343567,FeTi,10,0,0,0,10,10,10,10,2009--Kim-H-K--Fe-Ti-C,L1_0--AuCu
1.39E-05,1.39E-05,2.738865668,0.00071618,4.743854491,0.001240461,4.564043371,0.002247714,Pd,5,0,0,0,5,5,5,5,2004--Zhou-X-W--Pd,A3--Mg--hcp
3.21E-06,3.21E-06,6.501001005,0.000771264,6.501001005,0.000771264,6.501001005,0.000771264,Ag3Pd,5,5,5,5,5,5,5,5,2013--Hale-L-M--Pd-Ag-H-Hybrid,D0_3--BiF3
9.90E-06,9.90E-06,2.896374006,0.001018196,5.016666935,0.001763567,4.679276444,0.003345354,Ag,5,5,5,5,5,5,5,5,2013--Hale-L-M--Pd-Ag-H-Hybrid,A3--Mg--hcp
6.57E-06,6.57E-06,2.48706926,0.000507366,4.30773032,0.000878784,8.163723247,0.002158823,Ni,5,5,5,5,5,5,5,5,2015--Wilson-S-R--Ni-Zr,A3'--alpha-La--double-hcp
0.019312044,0.019312044,4.881416646,0.081220354,4.932684232,0.018737407,4.865333517,0.046997549,Ag3H,5,0,5,5,5,0,5,5,2013--Hale-L-M--Pd-Ag-H-Hybrid,A15--Cr3Si
4.63E-06,4.63E-06,13.39268507,0.009813954,13.39268507,0.009813954,13.39268507,0.009813954,Ti,10,5,5,5,9,4,4,4,2016--Mendelev-M-I--Ti-1,A4--C--dc
3.09E-05,3.09E-05,2.31455798,0.000880757,2.31455798,0.000880757,3.968793137,0.003354131,Mn,10,0,0,0,10,0,0,0,2012--Schopf-D--Al-Mn-Pd,A6--In--bct
0.960961233,0.960961233,7.293532611,0.173664062,7.550503275,0.828671835,7.563648213,0.861065845,Se3Zn,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,D0_3--BiF3
1.60E-05,1.60E-05,3.194721245,0.001535012,5.533419513,0.002658719,5.216957948,0.002506664,Cd,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,A3--Mg--hcp
1.21E-05,1.21E-05,3.52000291,0.00095543,3.52000291,0.00095543,3.52000291,0.00095543,Ni,5,5,5,5,5,5,5,5,2009--Bonny-G--Fe-Ni,A1--Cu--fcc
9.50E-06,9.50E-06,3.540871852,0.001652995,3.540871852,0.001652995,3.446053825,0.004170555,FeNi,10,0,0,0,10,10,10,10,2011--Bonny-G--Fe-Ni-Cr,L1_0--AuCu
3.19E-06,3.19E-06,5.647276414,0.000606354,5.647276414,0.000606354,5.647276414,0.000606354,AlCu3,5,5,5,5,5,5,5,5,1999--Liu-X-Y--Al-Cu,D0_3--BiF3
1.28E-05,1.28E-05,3.609246912,0.000851726,3.609246912,0.000851726,3.609246912,0.000851726,CoNi3,5,5,5,5,5,5,5,5,2015--Purja-Pun-G-P--Ni-Al-Co,L1_2--AuCu3
0.030588108,0.030588108,4.720181872,0.101493576,4.518346859,0.096149281,4.418174925,0.058087972,FeNi3,5,0,5,5,5,0,5,5,2013--Bonny-G--Fe-Ni-Cr,A15--Cr3Si
0.004792551,0.004792551,6.581066022,0.042373188,6.646721733,0.173911718,6.578504101,0.166943562,Hg2S,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,C1--CaF2--fluorite
4.45E-06,4.45E-06,5.415854028,0.000881165,5.415854028,0.000881165,5.415854028,0.000881165,Co2Ni,5,5,5,5,5,5,5,5,2015--Purja-Pun-G-P--Ni-Al-Co,C1--CaF2--fluorite
5.24E-05,5.24E-05,5.215838743,0.011110326,5.215838743,0.011110326,5.215838743,0.011110326,Ni,10,5,5,5,6,1,1,1,1999--Mishin-Y--Ni,Ah--alpha-Po--sc
3.43E-06,3.43E-06,5.991131961,0.000951267,5.991131961,0.000951267,5.991131961,0.000951267,Ag2Cu,5,5,5,5,5,5,5,5,2006--Williams-P-L--Cu-Ag,C1--CaF2--fluorite
0.008314482,0.008314482,4.474703239,0.039897862,4.527155424,0.26938414,3.36003879,0.086085333,CuZr,10,0,0,0,3,1,1,1,2009--Mendelev-M-I--Cu-Zr,L1_0--AuCu
1.55E-05,1.55E-05,2.861923958,0.00083795,2.861923958,0.00083795,2.861923958,0.00083795,AlNi,10,10,10,10,10,10,10,10,2004--Mishin-Y--Ni-Al,B2--CsCl
3.87E-06,3.87E-06,6.098609338,0.000783219,6.098609338,0.000783219,6.098609338,0.000783219,Ag2Ta,5,5,5,5,5,5,5,5,2013--Gao-H--AgTaO3,C1--CaF2--fluorite
8.93E-06,8.93E-06,2.609544129,0.000717117,4.519863017,0.001242083,4.120232221,0.002240776,Ti,5,0,0,0,5,5,5,5,2015--Ko-W-S--Ni-Ti,A3--Mg--hcp
4.57E-05,4.57E-05,3.163442471,0.001444064,3.163442471,0.001444064,3.163442471,0.001444064,Mo,15,5,5,5,15,5,5,5,2012--Park-H--Mo,Ah--alpha-Po--sc
2.48E-05,2.48E-05,2.559737051,0.002331691,2.559737051,0.002331691,3.619980107,0.006635351,CuS,5,0,0,0,5,5,5,5,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,A6--In--bct
0.324462038,0.324462038,9.761729588,0.94819386,9.777440742,0.931516979,6.981503254,1.433628785,AlS3MgS,10,5,5,5,10,5,5,5,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,D0_3--BiF3
1.37E-05,1.37E-05,6.101780361,0.001711852,6.101780361,0.001711852,6.101780361,0.001711852,AlPd3,10,5,5,5,10,5,5,5,2012--Schopf-D--Al-Mn-Pd,L1_2--AuCu3
0.024930257,0.024930257,4.525366898,0.034996807,4.438622824,0.019011631,4.464012447,0.028078169,Ni,5,0,0,0,5,0,0,0,2009--Purja-Pun-G-P--Ni-Al,A4--C--dc
0.501569868,0.501569868,4.117760042,4.145406701,2.872723586,1.593578393,2.871743342,1.570059493,CuSSiS,10,10,10,10,10,10,10,10,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,B2--CsCl
1.11E-05,1.11E-05,2.489016364,0.000588987,4.31110218,0.000978437,12.19363804,0.002216234,Ni,70,0,0,0,4,0,0,0,2015--Purja-Pun-G-P--Ni-Al-Co,A7--alpha-As
0.02311814,0.02311814,4.589830432,0.002759359,4.588982747,0.002011198,4.589757054,0.008727372,Ti,5,5,5,5,5,5,5,5,2015--Ko-W-S--Ni-Ti,A15--beta-W
1.08E-05,1.08E-05,2.489016151,0.00029832,4.311102316,0.000552197,12.19363766,0.002770915,Ni,5,0,0,0,0,0,0,0,1989--Adams-J-B--Ni,A7--alpha-As
5.77E-06,5.77E-06,4.943314647,0.000713214,4.943314647,0.000713214,4.943314647,0.000713214,Pd,5,5,5,5,5,5,5,5,2004--Zhou-X-W--Pd,A15--beta-W
0.003456246,0.003456246,11.58148927,0.645559371,11.54195374,0.563911057,11.55493549,0.578914751,Mg,10,0,0,5,10,0,0,5,2006--Sun-D-Y--Mg,A15--beta-W
4.39E-06,4.39E-06,2.91275661,0.000413452,5.045042439,0.00071612,9.512916153,0.001350067,Mo,5,5,5,5,5,5,5,5,2004--Zhou-X-W--Mo,A3'--alpha-La--double-hcp
4.82E-05,4.82E-05,5.346417429,0.007445267,5.346417429,0.007445267,14.3270572,63.91161282,Xe,15,0,0,0,15,0,0,0,2013--Smirnova-D-E--U-Mo-Xe,A6--In--bct
1.09E-05,1.09E-05,5.353583973,0.000568607,9.272679445,0.000984828,8.74236602,0.000928518,Pd,10,5,5,5,10,0,0,0,2013--Hale-L-M--Pd-Ag-H-Morse,A3--Mg--hcp
2.50E-05,2.50E-05,3.843953647,0.001687752,3.843953647,0.001687752,3.843953647,0.001687752,Pb,10,5,5,5,10,5,5,5,2003--Hoyt-J-J--Cu-Pb,A2--W--bcc
9.43E-06,9.43E-06,3.884858572,0.000708385,3.884858572,0.000708385,3.884858572,0.000708385,Pd,10,5,5,5,10,5,5,5,2013--Hale-L-M--Pd-Ag-H-Hybrid,A1--Cu--fcc
5.50E-06,5.50E-06,5.077246286,0.00089347,5.077246286,0.00089347,5.077246286,0.00089347,Al,5,5,5,5,5,5,5,5,2004--Liu-X-Y--Al,A15--beta-W
4.93E-06,4.93E-06,4.631100246,0.000922148,4.631100246,0.000922148,4.631100246,0.000922148,Cu,5,5,5,5,5,5,5,5,2007--Mendelev-M-I--Cu-Zr,A15--beta-W
2.23E-05,2.23E-05,4.050003958,0.001353997,4.050003958,0.001353997,4.050003958,0.001353997,Al,5,5,5,5,5,5,5,5,1999--Mishin-Y--Al,A1--Cu--fcc
3.11E-06,3.11E-06,6.178782706,0.000766339,6.178782706,0.000766339,6.178782706,0.000766339,CuTa2,5,5,5,5,5,5,5,5,2015--Purja-Pun-G-P--Cu-Ta,C1--CaF2--fluorite
6.58E-06,6.58E-06,7.31423798,0.001320654,7.31423798,0.001320654,7.31423798,0.001320654,Te,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,A4--C--dc
1.55E-05,1.55E-05,2.484715961,0.000679694,4.303654288,0.001177264,4.081031615,0.002512643,Ni,5,5,5,5,5,5,5,5,2013--Bonny-G--Fe-Ni-Cr,A3--Mg--hcp
2.09E-05,2.09E-05,2.855312628,0.00100086,2.855312628,0.00100086,2.855312628,0.00100086,Fe,5,5,5,5,5,5,5,5,2008--Hepburn-D-J--Fe-C,A2--W--bcc
4.25E-06,4.25E-06,11.05527007,0.002975274,11.05527007,0.002975274,11.05527007,0.002975274,Xe,20,5,5,5,20,5,5,5,2013--Smirnova-D-E--U-Mo-Xe,A15--beta-W
1.73E-05,1.73E-05,4.045272907,0.001337983,4.045272907,0.001337983,4.045272907,0.001337983,Al,5,5,5,5,5,5,5,5,2009--Mendelev-M-I--Al-Mg,A1--Cu--fcc
1.31E-05,1.31E-05,7.619231369,0.001639189,7.619231369,0.001639189,7.619231369,0.001639189,Xe,10,5,5,5,10,5,5,5,2013--Smirnova-D-E--U-Mo-Xe,A1--Cu--fcc
0.425774869,0.425774869,7.743183427,0.835987252,7.607653219,0.745749512,7.609396947,0.548166019,HgSTe2,10,10,10,10,10,10,10,10,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L2_1--AlCu2Mn--heusler
0.724910204,0.724910204,5.423919897,2.224004577,5.180580898,0.428699733,5.421990376,2.354792958,AlH3,5,5,5,5,5,5,5,5,1995--Angelo-J-E--Ni-Al-H,D0_3--BiF3
0.749127812,0.749127812,5.888424058,1.44720512,5.773564285,1.737814144,5.791035697,1.615439437,MgS,5,5,5,5,5,5,5,5,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,A4--C--dc
3.53E-06,3.53E-06,6.438476355,0.000944823,6.438476355,0.000944823,6.438476355,0.000944823,AlMg2,5,5,5,5,5,5,5,5,1998--Liu-X-Y--Al-Mg,C1--CaF2--fluorite
5.30E-06,5.30E-06,4.24369468,0.000745925,4.24369468,0.000745925,4.24369468,0.000745925,AgH,20,10,10,10,20,10,10,10,2013--Hale-L-M--Pd-Ag-H-Morse,B1--NaCl--rock-salt
6.07E-06,6.07E-06,5.930004055,0.001997393,5.930004055,0.001997393,5.930004055,0.001997393,HgZn,10,10,10,10,10,10,10,10,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,B3--ZnS--cubic-zinc-blende
0.06367552,0.06367552,4.237302173,0.316877258,5.082688049,0.228542407,2.224384829,0.395499112,Cu,5,0,5,5,5,0,5,5,2004--Zhou-X-W--Cu,A5--beta-Sn
6.75E-06,6.75E-06,2.846459612,0.000771615,4.930212669,0.001336476,9.58852888,0.005702287,Al,5,0,0,0,5,5,5,5,2004--Mishin-Y--Ni-Al,A3'--alpha-La--double-hcp
1.69E-05,1.69E-05,3.980439948,0.002049292,3.980439948,0.002049292,4.268847935,0.004649597,CuSSiS,10,0,0,0,10,10,10,10,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,L1_0--AuCu
0.060467696,0.060467696,5.480841776,0.247911326,5.491249189,0.095290613,3.683559126,0.014348805,CdSe,10,0,0,10,8,0,8,8,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L1_0--AuCu
0.050952761,0.050952761,5.934858548,0.344354256,5.809697381,0.037487809,6.155347932,0.079210318,Cd3S,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,A15--Cr3Si
2.12E-06,2.12E-06,5.839734284,0.000988026,5.839734284,0.000988026,5.839734284,0.000988026,Cr3Ni,5,5,5,5,5,5,5,5,2013--Bonny-G--Fe-Ni-Cr,D0_3--BiF3
0.910368451,0.910368451,6.201995615,0.809932263,6.258726899,2.643300012,5.383325271,1.503786481,Mg,10,5,5,5,10,5,5,5,2006--Sun-D-Y--Mg,A2--W--bcc
8.76E-06,8.76E-06,5.241484647,0.00121354,9.078517715,0.002101912,8.559308586,0.001981702,Cr,10,5,5,5,10,5,5,5,2011--Bonny-G--Fe-Ni-Cr,A3--Mg--hcp
9.96E-05,9.96E-05,8.969137281,15.74373261,6.788146457,14.9530451,9.063240454,17.96180389,Al,10,10,10,10,5,5,5,5,1997--Liu-X-Y--Al-Mg,A1--Cu--fcc
1.09E-05,1.09E-05,2.835742535,0.001005509,4.911650148,0.001741593,4.898309389,0.003892428,Al,5,0,0,0,5,5,5,5,2003--Zope-R-R--Al,A3--Mg--hcp
0.96979507,0.96979507,4.92713542,1.073235192,5.194280997,0.124583639,5.016629447,0.726378457,CuSFeS,10,10,10,10,10,10,10,10,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,B1--NaCl--rock-salt
0.457499328,0.457499328,2.823460617,0.276557768,5.432689985,0.819342448,4.745092921,0.191561825,Nb,6,1,1,1,10,5,5,5,2010--Fellinger-M-R--Nb,A3--Mg--hcp
9.27E-06,9.27E-06,2.89181931,0.000756498,5.008776736,0.001152981,14.16695835,0.003622149,Ag,5,0,0,0,0,0,0,0,2004--Zhou-X-W--Ag,A7--alpha-As
0.121910732,0.121910732,5.875576905,0.248925952,5.844445323,0.147515953,5.474091043,0.351714825,Zr,5,0,5,5,5,0,5,5,2007--Mendelev-M-I--Zr-3,A15--beta-W
1.10E-05,1.10E-05,3.313503377,0.000317713,5.739156201,0.000550296,5.410928357,0.000518824,S,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,A3--Mg--hcp
3.393838838,3.393838838,8.23456386,4.047206335,8.133098235,3.206344551,8.093587102,3.491409147,U3Xe,30,30,30,30,30,30,30,30,2013--Smirnova-D-E--U-Mo-Xe,D0_3--BiF3
2.41E-06,2.41E-06,5.375777421,0.000108226,9.311137846,0.000219817,17.55724961,0.000779403,Cs,5,5,5,5,5,0,0,0,2003--Han-S--Cs,A3'--alpha-La--double-hcp
3.73E-06,3.73E-06,4.860706248,0.00053678,4.860706248,0.00053678,4.860706248,0.00053678,V,5,5,5,5,5,5,5,5,2007--Mendelev-M-I--V-Fe,A15--beta-W
5.75E-06,5.75E-06,5.680832491,0.000968823,5.680832491,0.000968823,5.680832491,0.000968823,Zr,5,5,5,5,5,5,5,5,2007--Mendelev-M-I--Zr-2,A15--beta-W
2.43E-06,2.43E-06,5.806616621,0.000699162,5.806616621,0.000699162,5.806616621,0.000699162,Fe3Ti,5,5,5,5,5,5,5,5,2009--Kim-H-K--Fe-Ti-C,D0_3--BiF3
0.062487198,0.062487198,4.800252703,0.123379651,4.906411953,0.029320414,4.868264945,0.038256348,Cu3Ta,15,0,5,5,5,0,5,5,2015--Purja-Pun-G-P--Cu-Ta,A15--Cr3Si
9.92E-06,9.92E-06,3.311687425,0.000637611,3.311687425,0.000637611,3.311687425,0.000637611,Fe,10,5,5,5,10,5,5,5,2012--Proville-L--Fe,A1--Cu--fcc
1.83E-05,1.83E-05,3.227472386,0.001077755,3.227472386,0.001077755,3.227472386,0.001077755,Ti,5,5,5,5,5,5,5,5,2003--Zope-R-R--Ti-Al,A2--W--bcc
1.29E-05,1.29E-05,2.97261506,0.000958831,5.148720316,0.001660745,4.854260067,0.001565765,Ta,5,5,5,5,5,5,5,5,2003--Li-Y-H--Ta,A3--Mg--hcp
0.001784911,0.001784911,7.276236415,0.003546817,7.270977803,0.003075118,7.271291512,0.003214634,HgTe2,5,0,0,0,5,0,0,0,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,C1--CaF2--fluorite
5.00E-06,5.00E-06,5.546451361,0.001009289,5.546451361,0.001009289,5.546451361,0.001009289,Cu2Fe,5,5,5,5,5,5,5,5,2009--Bonny-G--Fe-Cu-Ni,C1--CaF2--fluorite
2.49E-06,2.49E-06,5.056922066,0.019949458,8.758845949,0.034553475,11.72989233,2.233561198,Hg,5,0,0,0,0,0,0,0,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,A7--alpha-As
6.67E-06,6.67E-06,2.301600121,0.000470445,3.986488349,0.000814835,7.59801107,0.002553755,H,5,0,5,5,5,5,5,5,2013--Hale-L-M--Pd-Ag-H-Hybrid,A3'--alpha-La--double-hcp
6.76E-06,6.76E-06,11.78231577,0.003962548,11.78231577,0.003962548,11.78231577,0.003962548,NiZr3,10,5,5,5,10,5,5,5,2012--Mendelev-M-I--Ni-Zr,A15--Cr3Si
2.33E-05,2.33E-05,3.920105416,0.00082422,3.920105416,0.00082422,3.920105416,0.00082422,Pt,5,5,5,5,5,5,5,5,2004--Zhou-X-W--Pt,A1--Cu--fcc
6.33E-06,6.33E-06,4.447195219,0.00074779,4.447195219,0.00074779,4.447195219,0.00074779,Cr3Ni,10,5,5,5,10,5,5,5,2011--Bonny-G--Fe-Ni-Cr,A15--Cr3Si
6.13E-06,6.13E-06,2.845806455,0.000960685,4.929081369,0.001663955,9.534424523,0.007862976,Al,0,0,0,0,5,5,5,5,2015--Purja-Pun-G-P--Al-Co,A3'--alpha-La--double-hcp
7.71E-06,7.71E-06,3.067508318,0.000584903,5.313080259,0.001013081,9.8721523,0.003252373,Ta,5,5,5,5,5,5,5,5,2013--Gao-H--AgTaO3,A3'--alpha-La--double-hcp
0.018204436,0.018204436,5.726009304,0.005381444,5.741862186,0.016234768,5.741508451,0.005465591,AlPd2,10,0,0,0,10,0,0,0,2012--Schopf-D--Al-Mn-Pd,C1--CaF2--fluorite
1.25E-05,1.25E-05,2.588185132,0.000613856,4.482867451,0.000952174,12.67946414,0.002195335,Ti,5,0,0,0,0,0,0,0,2015--Ko-W-S--Ni-Ti,A7--alpha-As
4.70E-06,4.70E-06,5.871729184,0.000911813,5.871729184,0.000911813,5.871729184,0.000911813,AgTa,10,10,10,10,10,10,10,10,2013--Gao-H--AgTaO3,B3--ZnS--cubic-zinc-blende
1.42E-05,1.42E-05,2.862486293,0.000529146,4.957971695,0.000916507,4.812702661,0.002865695,Al,5,0,0,0,5,5,5,5,2002--Mishin-Y--Ni-Al,A3--Mg--hcp
3.86E-06,3.86E-06,5.802292086,0.000870938,5.802292086,0.000870938,5.802292086,0.000870938,FeTi2,5,5,5,5,5,5,5,5,2009--Kim-H-K--Fe-Ti-C,C1--CaF2--fluorite
9.99E-06,9.99E-06,2.509591688,0.000598111,4.346739474,0.000921531,12.29443665,0.002344343,Co,5,0,0,0,0,0,0,0,2004--Zhou-X-W--Co,A7--alpha-As
6.71E-07,6.71E-07,9.788278508,0.000196563,9.788123822,0.000198968,9.788158102,0.000197742,Cs,0,0,0,0,5,0,0,0,2003--Han-S--Cs,A15--beta-W
2.25E-05,2.25E-05,3.6838887,0.000535518,3.6838887,0.000535518,3.6838887,0.000535518,S,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,A2--W--bcc
1.06E-05,1.06E-05,3.322059452,0.000987641,5.753972254,0.001650628,16.27469207,0.002093123,P,5,0,0,0,2,0,0,0,2004--Ackland-G-J--Fe-P,A7--alpha-As
