E_coh_std,E_coh_std_lammps,E_coh_std_refine,a_std,a_std_lammps,a_std_refine,b_std,b_std_lammps,b_std_refine,c_std,c_std_lammps,c_std_refine,composition,potential_id,prototype
4.56953951875e-06,1.39059000004e-06,1.39014e-06,0.00110833155999,5.76139999708e-07,7.16629999786e-07,0.00110833155998,5.76179999712e-07,7.1666999979e-07,0.00110833155996,5.76259999718e-07,7.16749999796e-07,Hg2Se,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,C1--CaF2--fluorite
1.94057330849e-05,1.78979000021e-06,1.82626000012e-06,0.00134941927268,7.06479999835e-07,7.56857999573e-07,0.00134941927268,7.06479999835e-07,7.56857999573e-07,0.00134941927268,7.06479999835e-07,7.56857999573e-07,Pb,2004--Zhou-X-W--Pb,A1--Cu--fcc
4.47835167487e-06,1.91766999968e-06,1.91828999974e-06,0.000752949444618,7.80039999704e-07,7.03660000489e-07,0.00075294944462,7.80039999704e-07,7.03660000489e-07,0.00075294944462,7.80039999704e-07,7.03660000489e-07,Fe,2013--Bonny-G--Fe-Ni-Cr,A15--beta-W
1.01442221408e-05,4.68977894313,1.05911388802,0.000419485479813,3.25945624616,0.39107881126,0.000753755999251,5.64554375899,0.15824062938,0.00237603889249,5.92886420448,1.8646018906,Ru,2008--Fortini-A--Ru,A7--alpha-As
0.064708119036,0.03144351627,0.03144358058,1.44824989795,0.6900818187,0.69008181247,0.684466201452,0.4229985474,0.42299855363,1.1026660535,0.40751984929,0.40751985552,Al,2004--Zhou-X-W--Al,A2--W--bcc
1.59772699391e-05,0.36049706758,0.401400051383,0.00334921970513,1.69318909634,1.8383854602,0.00334921970588,1.69318909634,1.8383854602,0.00734542182017,1.99857747496,2.01577150954,MoXe,2013--Smirnova-D-E--U-Mo-Xe,L1_0--AuCu
1.0387378331e-05,2.57764504035,2.57764502095,0.00301004618404,2.54893229359,2.54893228035,0.00301004618402,2.54893229359,2.54893228035,0.00301004618403,2.54893229359,2.54893228035,Cr3Ni,2011--Bonny-G--Fe-Ni-Cr,L1_2--AuCu3
2.03697174445e-05,6.78915999863e-06,6.8616399993e-06,0.00175158885688,2.53700999986e-06,2.53016999974e-06,0.00175158885688,2.53700999986e-06,2.53016999974e-06,0.00175158885688,2.53700999986e-06,2.53016999974e-06,W,2004--Zhou-X-W--W,A2--W--bcc
2.38539094708e-05,7.65112999979e-06,7.68688000008e-06,0.0012026930135,9.34860000079e-07,9.36439999766e-07,0.0012026930135,9.34860000079e-07,9.36439999766e-07,0.00120269301351,9.34860000079e-07,9.36439999766e-07,AgH,2013--Hale-L-M--Pd-Ag-H-Morse,B2--CsCl
9.26271828178e-06,0.96460970417,,0.000744962548534,0.96641188805,,0.00162854831524,1.6738782201,,0.00322581383176,4.1668992941,,Zr,2004--Zhou-X-W--Zr,A7--alpha-As
9.41791563949e-06,1.46534290016,1.46534290215,0.000407478474306,2.33313025622,2.33313024384,0.000407478474231,2.33313025622,2.33313024384,0.000407478474133,2.33313025622,2.33313024384,U,2013--Smirnova-D-E--U-Mo-Xe,A1--Cu--fcc
1.88845503013e-05,3.32752999999e-06,3.32451000018e-06,0.00121363823534,1.49543000028e-06,1.42732999997e-06,0.00121363823535,1.49543000028e-06,1.42732999997e-06,0.00121363823534,1.49543000028e-06,1.42732999997e-06,Al,1995--Angelo-J-E--Ni-Al-H,A1--Cu--fcc
0.136071797819,0.298027824755,0.298489077547,0.56276676777,0.29266357363,0.293387503882,0.0686158506174,0.312851549817,0.313272259412,0.275289530096,0.418591447674,0.418721821542,CdSTe2,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L2_1--AlCu2Mn--heusler
6.77511136041e-06,1.52040000012e-06,1.51991000008e-06,0.000545702190789,5.24332999996e-06,5.03692999976e-06,0.000945183920252,9.00578999996e-06,9.40159999985e-06,0.00286196263713,2.54371599997e-05,2.53785400002e-05,Ag,2009--Wu-H-H--Cu-Ag,A3'--alpha-La--double-hcp
0.0229615518984,1.18206541249,1.18206539357,0.0443501563304,0.86392773868,0.86392766724,0.0380072238938,0.88790298089,0.88790290945,0.0133936680304,0.9124566031,0.91245653166,CuNi,1985--Foiles-S-M--Ni-Cu,B3--ZnS--cubic-zinc-blende
2.9369890251e-05,8.43590999988e-06,8.49086999999e-06,0.0011508274741,9.82730000043e-07,9.77340000041e-07,0.0011508274741,9.82730000043e-07,9.77340000041e-07,0.0011508274741,9.82730000043e-07,9.77340000041e-07,AlNi,2002--Mishin-Y--Ni-Al,B2--CsCl
1.36035254362e-05,3.93050000014e-06,3.88488999992e-06,0.001008904,1.94661999986e-06,2.02433199963e-06,0.001008904,1.94661999986e-06,2.02433199963e-06,0.001008904,1.94661999986e-06,2.02433199963e-06,FeTi3,2009--Kim-H-K--Fe-Ti-C,L1_2--AuCu3
0.0424135309261,0.08770245252,0.08770243706,0.0706109517195,0.19613005777,0.1961300872,0.0282697491477,0.18059512039,0.18059514982,0.0573157264883,0.18996662929,0.18996665872,Fe,2011--Bonny-G--Fe-Ni-Cr,A15--beta-W
